STATE,CLASS,GENDER,AGE,PAID
STATE 17,C72,M,60,685.84
STATE 02,C7 ,M,60,684.15
STATE 15,C11,M,60,677.36
STATE 02,C71,M,60,673.49
STATE 06,C1 ,F,60,672.91
STATE 02,C7A,M,60,672.34
STATE 10,C7A,M,60,667.19
STATE 15,C7 ,M,60,663.2
STATE 14,C71,F,60,659.74
STATE 14,C11,M,60,650.55
STATE 04,C71,M,60,630.35
STATE 17,C7 ,M,60,627.89
STATE 02,C1 ,F,60,616.14
STATE 06,C1 ,M,60,614.66
STATE 15,C7 ,M,60,613.97
STATE 14,C11,M,60,599.02
STATE 02,C71,F,60,580.71
STATE 15,C7C,M,60,580.04
STATE 17,C71,M,60,576.61
STATE 13,C7B,F,60,539.01
STATE 15,C1 ,M,60,534.83
STATE 02,C7B,F,60,533.19
STATE 04,C71,F,60,518.26
STATE 15,C11,M,60,518.09
STATE 07,C7 ,F,60,518
STATE 04,C7B,F,60,499
STATE 01,C1 ,M,60,496.58
STATE 06,C1A,F,60,494.32
STATE 04,C71,F,60,490.48
STATE 02,C7 ,F,60,468.37
STATE 15,C7B,F,60,457.04
STATE 10,C7B,M,60,445.68
STATE 15,C11,M,60,435.72
STATE 02,C1 ,M,60,435.27
STATE 15,C71,F,60,435.24
STATE 10,C11,M,60,432.66
STATE 04,C7 ,M,60,429.37
STATE 02,F7 ,M,60,425.74
STATE 15,F71,M,60,420.91
STATE 15,C7 ,M,60,420
STATE 15,C7B,F,60,414.75
STATE 02,C1B,M,60,414.67
STATE 04,C71,M,60,393.71
STATE 15,C71,M,60,389.89
STATE 15,C11,M,60,388.18
STATE 02,C7B,F,60,374.37
STATE 15,C7 ,F,60,366.88
STATE 15,F71,M,60,365.56
STATE 07,C7B,M,60,365.45
STATE 06,C11,M,60,350
STATE 15,C11,M,60,335.91
STATE 15,C71,M,60,329.61
STATE 10,C7A,M,60,320.63
STATE 03,C1 ,F,60,310
STATE 15,C7B,F,60,265.1
STATE 15,C7 ,M,60,250
STATE 06,C71,M,60,243.33
STATE 17,C71,M,60,240.53
STATE 03,C71,F,60,222.15
STATE 15,C7B,M,60,216.51
STATE 07,C7 ,F,60,155.04
STATE 02,C71,M,60,152.66
STATE 03,C1 ,M,60,145
STATE 15,C71,M,60,120.91
STATE 06,C7 ,M,60,116.66
STATE 15,C71,M,60,112.14
STATE 15,C11,M,60,97.7
STATE 17,C71,F,59,22885.86
STATE 17,C71,F,59,15491.64
STATE 02,C7B,F,59,14716.81
STATE 02,C7 ,M,59,10059.46
STATE 14,C1 ,M,59,8574.48
STATE 15,C7C,M,59,8146.07
STATE 01,C71,F,59,8144.41
STATE 04,C71,M,59,7522.19
STATE 10,C11,F,59,7362.41
STATE 15,C11,M,59,7063.69
STATE 06,C1 ,F,59,6630.91
STATE 04,C7 ,M,59,6000.37
STATE 15,C7B,M,59,5977.12
STATE 06,C1B,M,59,5454.3
STATE 10,C7B,M,59,5273.38
STATE 15,C71,F,59,5256.75
STATE 15,C71,F,59,4902.06
STATE 07,C72,M,59,4634.62
STATE 15,C1B,F,59,4465.03
STATE 06,C1 ,M,59,4449.39
STATE 06,C7B,M,59,4335.38
STATE 04,C71,M,59,4300
STATE 15,C1B,M,59,4082.91
STATE 04,C71,M,59,4019.32
STATE 17,C71,M,59,3905.09
STATE 04,C71,M,59,3762.24
STATE 14,C1 ,F,59,3451.91
STATE 06,C7 ,M,59,3442.43
STATE 15,C71,M,59,3274.35
STATE 15,C7A,M,59,3227.06
STATE 06,C7B,M,59,3138.91
STATE 02,C7 ,F,59,3105.06
STATE 10,F71,M,59,3049.27
STATE 02,C11,F,59,2875
STATE 07,C72,M,59,2843.51
STATE 17,C7A,F,59,2780
STATE 15,C11,F,59,2751.55
STATE 04,C7A,M,59,2723.67
STATE 15,C71,F,59,2674.62
STATE 03,C71,F,59,2544.87
STATE 15,C11,M,59,2530.88
STATE 02,C11,M,59,2477
STATE 06,C7 ,M,59,2475.55
STATE 15,C1B,F,59,2474.41
STATE 10,C7B,F,59,2471.81
STATE 15,C72,M,59,2468.1
STATE 02,C7B,M,59,2454.75
STATE 10,C1 ,M,59,2435.85
STATE 12,C7B,M,59,2415.22
STATE 17,C71,F,59,2378.89
STATE 06,C11,M,59,2371.69
STATE 15,C71,M,59,2362.48
STATE 15,C7B,M,59,2115.8
STATE 15,C71,M,59,2102.93
STATE 15,C7B,M,59,2058.73
STATE 06,C7B,M,59,2045.43
STATE 03,C7 ,F,59,2044.64
STATE 15,C7 ,F,59,1995.85
STATE 15,C71,F,59,1991.38
STATE 06,C2 ,M,59,1974.82
STATE 04,C72,M,59,1943.27
STATE 15,C7 ,F,59,1893.3
STATE 07,C71,M,59,1890
STATE 06,C11,M,59,1865.35
STATE 02,C11,M,59,1819.17
STATE 17,C7 ,M,59,1801.24
STATE 15,C1B,M,59,1764.2
STATE 03,C7 ,M,59,1720.9
STATE 15,C7B,M,59,1709.44
STATE 17,C7 ,F,59,1688.9
STATE 10,C7B,F,59,1652.25
STATE 15,C1B,F,59,1616.01
STATE 15,C71,M,59,1605.1
STATE 12,C7B,M,59,1575.03
STATE 17,C7B,M,59,1567.05
STATE 02,C7 ,M,59,1557.61
STATE 15,C7B,F,59,1515.46
STATE 15,C11,M,59,1500.94
STATE 17,C7B,F,59,1499.08
STATE 15,C7B,M,59,1498.2
STATE 04,C71,M,59,1478.59
STATE 04,F71,M,59,1476.15
STATE 03,C7B,F,59,1469.03
STATE 10,C11,F,59,1468.3
STATE 11,C71,F,59,1455
STATE 02,C7B,F,59,1402.38
STATE 02,F71,M,59,1395.26
STATE 02,C1B,M,59,1365.06
STATE 04,C7A,M,59,1357.83
STATE 12,C7 ,F,59,1357.79
STATE 03,C11,M,59,1285.59
STATE 17,C7 ,M,59,1272.79
STATE 13,C11,M,59,1261.89
STATE 04,C72,M,59,1254.8
STATE 15,C1 ,M,59,1246.8
STATE 02,C1B,F,59,1242.8
STATE 15,C11,M,59,1224.98
STATE 15,C71,M,59,1204.25
STATE 06,C7C,M,59,1193.32
STATE 06,C7B,M,59,1188.63
STATE 15,C71,M,59,1167.93
STATE 03,C1B,M,59,1159.07
STATE 15,C1B,F,59,1135.89
STATE 15,C7 ,M,59,1125.84
STATE 15,C71,M,59,1123.7
STATE 17,C71,F,59,1102.55
STATE 02,F7 ,M,59,1091.18
STATE 04,C7B,M,59,1071.88
STATE 15,C11,M,59,1069.03
STATE 13,C7 ,M,59,1008.12
STATE 15,C71,M,59,1004.07
STATE 13,C7 ,M,59,1002.01
STATE 14,C71,M,59,997.98
STATE 10,C1 ,F,59,985.7
STATE 15,C1B,F,59,983.75
STATE 02,C1B,M,59,962.13
STATE 04,C7 ,M,59,961.88
STATE 06,C7 ,M,59,957.68
STATE 15,C7B,M,59,938.15
STATE 15,C1B,M,59,917.8
STATE 06,C1 ,M,59,914.81
STATE 15,C71,F,59,905.3
STATE 15,F7 ,F,59,891.16
STATE 13,C11,M,59,882.43
STATE 15,C71,M,59,881.93
STATE 10,C7B,F,59,876
STATE 02,C11,M,59,875
STATE 15,C7B,M,59,873.05
STATE 15,C1 ,F,59,864.92
STATE 13,C71,M,59,862.5
STATE 15,C7 ,M,59,852
STATE 15,C72,M,59,832.88
STATE 12,C11,M,59,826.2
STATE 06,C11,M,59,825.75
STATE 04,C71,M,59,813.03
STATE 01,C7 ,M,59,800
STATE 06,C1 ,F,59,790.31
STATE 04,C7C,F,59,785.12
STATE 02,C71,M,59,781.8
STATE 15,C1B,M,59,777.06
STATE 02,C71,M,59,773.19
STATE 04,C7 ,M,59,772.9
STATE 15,C71,M,59,757.85
STATE 03,C71,M,59,747.81
STATE 15,F71,M,59,735
STATE 03,C1 ,M,59,719.83
STATE 17,C72,M,59,715.37
STATE 02,C71,M,59,715
STATE 15,C71,F,59,713.42
STATE 02,C2 ,F,59,699.6
STATE 15,F1 ,M,59,694.44
STATE 04,C71,M,59,686.67
STATE 06,C7 ,M,59,680.67
STATE 17,C7A,M,59,674.3
STATE 10,C7A,F,59,664.41
STATE 15,C1 ,M,59,663.04
STATE 15,C71,M,59,657.54
STATE 07,C7B,F,59,651.82
STATE 06,C71,F,59,651.52
STATE 07,C7 ,M,59,644.68
STATE 06,C7 ,F,59,629.78
STATE 15,C7 ,M,59,616.07
STATE 02,C71,F,59,613.19
STATE 15,C1 ,M,59,611.81
STATE 07,C7 ,F,59,601.13
STATE 15,C1 ,M,59,583.96
STATE 15,C7B,F,59,575.42
STATE 13,C71,F,59,563.79
STATE 07,C71,F,59,537.88
STATE 07,C7 ,M,59,498.32
STATE 07,C7 ,F,59,494.06
STATE 12,C1 ,M,59,480.36
STATE 10,C7A,M,59,477.9
STATE 13,C7C,M,59,470.37
STATE 04,C7B,F,59,467.1
STATE 15,C1B,F,59,446.47
STATE 15,C7B,M,59,445.94
STATE 17,C7 ,F,59,433.82
STATE 03,C1B,M,59,426.54
STATE 02,C7 ,M,59,418.18
STATE 15,C71,F,59,396.02
STATE 15,C71,M,59,384.41
STATE 04,C71,F,59,381.93
STATE 15,C11,F,59,377.58
STATE 06,C7 ,F,59,375.96
STATE 03,C7 ,F,59,367.9
STATE 04,C7 ,M,59,365.12
STATE 02,C11,M,59,345.08
STATE 15,C1 ,F,59,339.92
STATE 03,C1 ,F,59,338.31
STATE 15,C1B,M,59,338.31
STATE 10,C7 ,M,59,334.8
STATE 15,C71,M,59,332.55
STATE 02,C7C,M,59,328.57
STATE 15,C11,M,59,322.83
STATE 06,C71,M,59,321.62
STATE 13,C11,F,59,319
STATE 15,C7B,M,59,318.06
STATE 07,C7 ,F,59,316.37
STATE 04,C71,M,59,313.71
STATE 17,C71,M,59,313.25
STATE 06,C1 ,F,59,306.85
STATE 06,C1B,F,59,305.11
STATE 17,C71,M,59,294.63
STATE 03,C1A,M,59,291.29
STATE 15,C1 ,F,59,288.65
STATE 15,C1B,M,59,282.2
STATE 04,C71,F,59,265.85
STATE 02,C7B,F,59,265.64
STATE 01,C7 ,M,59,252.89
STATE 13,C71,F,59,250
STATE 06,C71,M,59,241.4
STATE 01,C1 ,F,59,237.89
STATE 15,C7 ,M,59,211.53
STATE 17,C7B,F,59,208.01
STATE 06,C7B,M,59,196.84
STATE 17,C71,M,59,196.13
STATE 07,C71,F,59,174.16
STATE 15,C71,M,59,164.33
STATE 04,C7 ,F,59,160.58
STATE 13,C1A,F,59,145.75
STATE 15,C11,M,59,140.21
STATE 06,C71,F,59,113.45
STATE 07,C71,M,59,26.23
STATE 04,C7B,M,58,11093.69
STATE 06,C7C,F,58,10451.04
STATE 13,C7 ,M,58,10432.47
STATE 17,C71,F,58,10358.18
STATE 06,C71,M,58,7859
STATE 17,C71,F,58,7318.4
STATE 15,F71,M,58,7197.4
STATE 17,C7 ,M,58,7108.76
STATE 02,C1B,F,58,6356.9
STATE 06,C1 ,F,58,6205.66
STATE 04,C7 ,F,58,6145.45
STATE 07,C7B,M,58,5696.74
STATE 02,F71,F,58,5448.32
STATE 07,C71,M,58,5275.46
STATE 02,C11,M,58,5244.93
STATE 04,C7B,M,58,5233.99
STATE 02,C7B,M,58,5134.29
STATE 03,C1 ,M,58,5082.13
STATE 17,C7B,M,58,4854.55
STATE 15,C11,M,58,4451.8
STATE 07,C7B,F,58,4355.64
STATE 17,C7B,F,58,4320.28
STATE 07,C7B,M,58,3924.13
STATE 15,C11,M,58,3911.44
STATE 15,C7B,F,58,3844.34
STATE 17,C7B,M,58,3820.97
STATE 17,C7 ,F,58,3732.91
STATE 06,C7 ,M,58,3630.97
STATE 04,C71,M,58,3610.7
STATE 15,C1 ,M,58,3534.16
STATE 07,C7B,F,58,3519.15
STATE 02,C7B,M,58,3326.62
STATE 15,C11,F,58,3296.47
STATE 01,C11,M,58,3222.45
STATE 15,C1 ,M,58,3110.79
STATE 15,C1B,F,58,2945.22
STATE 07,C7B,M,58,2891.32
STATE 15,C1 ,F,58,2836.4
STATE 03,C7 ,M,58,2675
STATE 02,C1B,F,58,2668.4
STATE 17,C72,M,58,2643.26
STATE 15,C7B,F,58,2581.07
STATE 15,C7 ,M,58,2498.06
STATE 01,C1 ,M,58,2484.38
STATE 06,C1 ,M,58,2398.8
STATE 15,C7A,M,58,2370.58
STATE 07,C7 ,M,58,2342.1
STATE 04,C72,M,58,2332.12
STATE 02,C71,M,58,2240.97
STATE 17,C71,M,58,2211.25
STATE 02,C71,M,58,2180
STATE 02,C71,M,58,2113.65
STATE 17,C71,M,58,2093.62
STATE 02,C1B,F,58,2065
STATE 15,C1B,F,58,1993.37
STATE 01,C7 ,M,58,1930.21
STATE 10,C71,F,58,1820.4
STATE 15,C7 ,F,58,1791.87
STATE 02,C71,F,58,1751.23
STATE 02,C1A,M,58,1733.4
STATE 13,C1B,F,58,1704.42
STATE 06,C1B,M,58,1683.41
STATE 12,C7B,M,58,1655.67
STATE 04,C71,F,58,1641.81
STATE 06,C7 ,M,58,1636.11
STATE 10,C7B,M,58,1590.34
STATE 15,C71,M,58,1581.64
STATE 02,C1 ,M,58,1563.5
STATE 02,C7B,F,58,1562.29
STATE 17,C71,M,58,1541.96
STATE 17,C7B,M,58,1539.85
STATE 15,C1B,F,58,1535
STATE 02,C72,M,58,1531.33
STATE 02,F71,M,58,1511.79
STATE 12,C7 ,M,58,1477.44
STATE 06,C11,F,58,1462.72
STATE 04,F71,M,58,1445.95
STATE 06,C1 ,F,58,1379.11
STATE 02,C7 ,M,58,1354.03
STATE 17,F7 ,M,58,1331.97
STATE 04,C7 ,M,58,1320.02
STATE 04,C71,F,58,1318.72
STATE 15,C7B,F,58,1289.93
STATE 15,F71,M,58,1279.57
STATE 02,C7 ,M,58,1272.76
STATE 02,C7 ,F,58,1264.6
STATE 15,C11,M,58,1250.46
STATE 15,C7 ,M,58,1235.43
STATE 15,C72,M,58,1222.99
STATE 14,C11,M,58,1220.86
STATE 15,C1B,F,58,1219.4
STATE 15,C71,M,58,1211.34
STATE 17,C7B,M,58,1202.08
STATE 06,C7B,F,58,1201.46
STATE 15,C1A,F,58,1190.51
STATE 12,C7B,M,58,1185.68
STATE 10,C7B,F,58,1173.25
STATE 06,C7A,M,58,1173.25
STATE 10,F71,M,58,1157.78
STATE 15,C7A,F,58,1140.5
STATE 10,C71,M,58,1136.21
STATE 02,C7B,M,58,1128.6
STATE 15,C71,F,58,1121.57
STATE 04,C7 ,F,58,1117.85
STATE 17,C71,F,58,1091.93
STATE 14,C11,F,58,1086.63
STATE 15,C7B,M,58,1076.39
STATE 02,C71,F,58,1055.37
STATE 10,C1A,M,58,1042.5
STATE 17,C71,F,58,1009.03
STATE 01,C1 ,M,58,1008.05
STATE 02,C11,F,58,1000
STATE 15,C7 ,M,58,1000
STATE 02,C7 ,M,58,977.4
STATE 15,C11,F,58,971.11
STATE 02,C7B,M,58,955.69
STATE 17,C7B,M,58,951.55
STATE 15,C1 ,F,58,944.24
STATE 15,C7B,M,58,943.68
STATE 01,F71,M,58,937.36
STATE 17,C71,F,58,914.95
STATE 02,C7B,M,58,913.97
STATE 15,C1 ,F,58,906.54
STATE 15,C7B,M,58,901.8
STATE 15,C1A,F,58,895.44
STATE 15,C71,F,58,893.08
STATE 03,C11,F,58,862.15
STATE 02,C7 ,F,58,850
STATE 02,C1B,M,58,845.73
STATE 15,C7 ,M,58,843
STATE 06,C11,M,58,840.2
STATE 04,C71,M,58,839.68
STATE 02,C11,M,58,821.16
STATE 06,C1A,F,58,800.36
STATE 15,C71,F,58,789.18
STATE 15,C1 ,F,58,787.82
STATE 02,C71,F,58,787.49
STATE 01,C1C,F,58,763.84
STATE 02,C1B,F,58,756.4
STATE 13,C7B,F,58,754.74
STATE 01,C71,M,58,748.1
STATE 04,C7B,F,58,745.92
STATE 12,C71,M,58,735.18
STATE 12,C71,F,58,735
STATE 15,C1C,M,58,730.82
STATE 15,C7B,M,58,707.1
STATE 02,C7 ,M,58,702.58
STATE 06,C11,M,58,689.26
STATE 02,C71,M,58,641.93
STATE 06,C71,M,58,640.41
STATE 04,C7B,M,58,638.95
STATE 10,C11,F,58,632.67
STATE 15,C71,F,58,626.02
STATE 10,C11,M,58,625.17
STATE 15,C71,F,58,614.54
STATE 15,C7B,M,58,599
STATE 13,C1 ,F,58,570.83
STATE 07,C7B,M,58,567.79
STATE 02,C1 ,M,58,566.19
STATE 02,C1B,M,58,540.6
STATE 06,C7 ,M,58,537.74
STATE 07,C71,M,58,536.01
STATE 04,C7 ,F,58,532.17
STATE 03,C71,M,58,531.73
STATE 02,C7 ,M,58,515.34
STATE 15,C7A,M,58,507.09
STATE 04,C7 ,F,58,505.02
STATE 02,C71,M,58,500
STATE 15,C7 ,M,58,500
STATE 13,C1B,M,58,494.96
STATE 06,C7B,F,58,493.17
STATE 03,C1A,M,58,491.68
STATE 15,C11,M,58,480.73
STATE 02,C1 ,M,58,480
STATE 15,C71,M,58,478.27
STATE 03,C7 ,F,58,472.75
STATE 15,C7B,F,58,458.1
STATE 04,C7 ,F,58,444.06
STATE 02,C7 ,F,58,437.06
STATE 02,F71,M,58,412.49
STATE 04,C7 ,M,58,409.11
STATE 02,C11,F,58,400
STATE 03,C71,F,58,395.27
STATE 06,C7A,F,58,386.56
STATE 07,C7 ,F,58,384.58
STATE 15,C1C,M,58,375
STATE 06,C1 ,F,58,372.95
STATE 06,C7 ,F,58,367.73
STATE 02,C1B,M,58,354.18
STATE 15,C1 ,F,58,350.77
STATE 06,C1B,M,58,339.74
STATE 15,C1B,M,58,338.63
STATE 04,C7 ,M,58,309.52
STATE 15,F7 ,M,58,306.87
STATE 17,C7B,F,58,300.69
STATE 02,C1 ,F,58,275.07
STATE 15,C71,F,58,273.61
STATE 13,C7B,M,58,265.67
STATE 15,C7 ,F,58,261.64
STATE 02,C71,F,58,259.25
STATE 03,C1 ,M,58,237.65
STATE 13,C1 ,F,58,225.2
STATE 03,F11,F,58,224.54
STATE 15,C1B,M,58,220.28
STATE 02,C7B,F,58,217.97
STATE 03,C71,M,58,212.85
STATE 10,C11,F,58,180.07
STATE 13,C71,M,58,167.73
STATE 15,C1B,M,58,161.1
STATE 02,C7B,M,58,149.26
STATE 04,C7B,M,58,148.45
STATE 15,C1 ,M,58,123.37
STATE 01,C7A,M,58,113.54
STATE 15,C7B,F,58,100
STATE 15,C7 ,F,58,90
STATE 15,C1B,M,58,64.05
STATE 02,C7A,M,58,60
STATE 03,C72,M,57,21631.29
STATE 15,C11,F,57,20334.71
STATE 15,C1 ,M,57,10359.7
STATE 15,C1A,F,57,10232.63
STATE 12,C7C,F,57,9904.92
STATE 06,C2 ,M,57,8877.68
STATE 06,C7B,M,57,7819.37
STATE 03,C1B,F,57,7780.9
STATE 13,C7B,M,57,6357.31
STATE 12,C11,M,57,6299.63
STATE 02,C7 ,M,57,5673.79
STATE 15,C7B,F,57,4767.39
STATE 04,C72,M,57,4638.24
STATE 15,C7B,F,57,4445
STATE 12,C1 ,M,57,4355.94
STATE 15,C7B,F,57,4302.28
STATE 15,C11,M,57,4108.44
STATE 10,C7C,M,57,4075.54
STATE 06,C72,M,57,3939.13
STATE 06,C1B,M,57,3890.9
STATE 15,C7A,M,57,3838.97
STATE 17,C7 ,M,57,3721.49
STATE 12,C1B,F,57,3692.33
STATE 15,F71,M,57,3606.75
STATE 15,C7 ,M,57,3511.68
STATE 15,C71,F,57,3363
STATE 06,C1 ,M,57,3309.81
STATE 02,C2 ,F,57,3278.75
STATE 03,C11,M,57,3251.14
STATE 17,C71,M,57,3198.5
STATE 06,C7A,M,57,3144.87
STATE 15,C71,M,57,3018.03
STATE 06,C7 ,M,57,3014.34
STATE 11,C11,M,57,2900.36
STATE 01,C7 ,M,57,2756.83
STATE 02,C7B,F,57,2750.5
STATE 12,C7 ,M,57,2657.28
STATE 15,F71,M,57,2626
STATE 15,C1B,M,57,2538.97
STATE 17,C7 ,F,57,2436.7
STATE 02,C1B,F,57,2347.78
STATE 15,C71,M,57,2345.69
STATE 14,C1 ,M,57,2319.84
STATE 15,C1 ,M,57,2269
STATE 10,C1 ,M,57,2240.6
STATE 15,C71,F,57,2191.83
STATE 04,C71,F,57,2184.66
STATE 02,C2 ,M,57,2135.15
STATE 01,C11,M,57,2113.22
STATE 02,C11,F,57,2110.29
STATE 07,C71,M,57,2101.18
STATE 03,F71,M,57,2075.3
STATE 15,C11,M,57,2061.63
STATE 04,C71,M,57,2055
STATE 17,C7 ,F,57,2011.47
STATE 04,C72,M,57,1988.24
STATE 06,C7 ,M,57,1984.37
STATE 15,C1A,M,57,1942.68
STATE 06,C7 ,F,57,1938.6
STATE 13,C1 ,F,57,1907.76
STATE 04,C71,M,57,1849.97
STATE 15,C7 ,F,57,1800
STATE 17,C71,F,57,1791.95
STATE 15,C7 ,M,57,1781.69
STATE 02,C71,M,57,1743.5
STATE 13,C7B,M,57,1682.04
STATE 02,C7B,M,57,1668.72
STATE 02,C71,M,57,1647.33
STATE 04,C7 ,M,57,1571.4
STATE 15,C1 ,M,57,1550.8
STATE 15,C7B,F,57,1513.04
STATE 02,C7 ,M,57,1500
STATE 06,C71,M,57,1487.98
STATE 06,C71,M,57,1483.24
STATE 04,C71,M,57,1481.81
STATE 10,C1 ,F,57,1476.43
STATE 04,C71,M,57,1470
STATE 06,C71,F,57,1462.16
STATE 04,C7 ,F,57,1431.82
STATE 15,C11,F,57,1430.24
STATE 15,C7B,F,57,1427.37
STATE 15,C1B,M,57,1415.82
STATE 03,C7 ,M,57,1408.43
STATE 15,C7 ,M,57,1394.83
STATE 02,C11,M,57,1361.13
STATE 12,C7B,M,57,1357.61
STATE 15,C7 ,F,57,1350
STATE 06,C11,M,57,1333.03
STATE 17,C7B,M,57,1327.03
STATE 17,C7B,F,57,1308.5
STATE 02,C71,F,57,1278.9
STATE 01,C71,M,57,1262.07
STATE 07,C7 ,M,57,1249.99
STATE 15,C7A,M,57,1247.47
STATE 17,C7B,M,57,1229.44
STATE 15,C11,M,57,1227.96
STATE 02,C71,F,57,1227.21
STATE 04,C7 ,M,57,1211.84
STATE 12,C1B,F,57,1210.38
STATE 04,C7 ,M,57,1185.02
STATE 06,C7 ,M,57,1183.6
STATE 02,C1B,F,57,1168.72
STATE 04,C7 ,M,57,1129.02
STATE 02,C7 ,F,57,1097.13
STATE 15,C71,M,57,1091.88
STATE 15,C7C,M,57,1091.06
STATE 06,C2 ,M,57,1088.27
STATE 13,C71,M,57,1086.23
STATE 04,C71,F,57,1056.58
STATE 17,C7 ,M,57,1018.39
STATE 10,C71,M,57,1013.93
STATE 02,C71,M,57,1000
STATE 06,C7 ,M,57,999.89
STATE 15,C72,M,57,991.36
STATE 03,F7 ,F,57,980.92
STATE 17,C7B,M,57,978.03
STATE 02,C1 ,F,57,972.95
STATE 07,C7 ,M,57,972.06
STATE 13,C1 ,M,57,950
STATE 12,C1 ,M,57,938.1
STATE 04,C7A,F,57,932.94
STATE 14,F71,F,57,929.62
STATE 15,C7C,M,57,922.82
STATE 07,C71,F,57,921
STATE 02,C1 ,F,57,904.02
STATE 15,C71,M,57,900
STATE 14,C71,M,57,892.4
STATE 01,C1 ,F,57,889.95
STATE 15,C1 ,M,57,876.06
STATE 06,C11,M,57,842.57
STATE 02,C11,M,57,832.3
STATE 01,F7 ,F,57,825.69
STATE 15,C71,M,57,825.38
STATE 15,C7 ,M,57,819.99
STATE 02,F71,F,57,818.83
STATE 13,C2 ,M,57,815.16
STATE 02,C71,M,57,808.5
STATE 07,C7B,F,57,807.7
STATE 02,C7 ,M,57,807.33
STATE 02,C7 ,M,57,807.25
STATE 12,C7B,M,57,799.98
STATE 04,C7A,M,57,795.08
STATE 13,C1B,M,57,785.66
STATE 04,C7 ,M,57,781.56
STATE 01,C1 ,F,57,756.61
STATE 15,C71,F,57,736.25
STATE 02,C7 ,M,57,693.87
STATE 04,C71,F,57,693.06
STATE 15,C1 ,M,57,683.15
STATE 04,C7B,F,57,676.68
STATE 03,C1 ,M,57,675
STATE 13,C11,F,57,661.57
STATE 06,C7 ,M,57,660.59
STATE 17,C71,F,57,654.26
STATE 15,C11,M,57,639.05
STATE 03,C1 ,M,57,634.89
STATE 06,C7B,M,57,633
STATE 13,C2 ,M,57,628.21
STATE 15,C11,M,57,625.5
STATE 06,C7 ,F,57,625
STATE 12,C71,M,57,620.44
STATE 02,C71,M,57,619.4
STATE 15,C11,M,57,616.75
STATE 02,C7B,M,57,596.02
STATE 10,C1 ,M,57,571.22
STATE 02,C71,F,57,564.71
STATE 07,F71,M,57,564.13
STATE 15,C1 ,M,57,550.47
STATE 15,C7B,M,57,549.71
STATE 15,C2 ,F,57,548.07
STATE 02,C7 ,F,57,530.53
STATE 14,C7B,M,57,528.2
STATE 03,C1 ,M,57,500
STATE 15,C7 ,M,57,499.44
STATE 04,C71,F,57,497.83
STATE 17,F71,M,57,497.39
STATE 15,C7B,M,57,496.51
STATE 02,C1 ,M,57,496.25
STATE 02,C7 ,M,57,481.52
STATE 03,C71,F,57,474.18
STATE 07,C7 ,F,57,468.9
STATE 02,C7 ,M,57,459.53
STATE 15,C71,M,57,459
STATE 06,C1 ,M,57,454.34
STATE 15,C71,F,57,453.66
STATE 02,C71,M,57,450
STATE 02,C1B,M,57,448.61
STATE 17,F71,M,57,445.42
STATE 12,C7B,M,57,432.15
STATE 12,C7B,F,57,428.54
STATE 15,C7B,F,57,423.45
STATE 02,C11,F,57,422.81
STATE 15,C1B,M,57,411.76
STATE 02,C71,M,57,408.44
STATE 06,C1B,F,57,403.82
STATE 04,C71,F,57,403.11
STATE 15,C1 ,M,57,400
STATE 06,C7B,F,57,386.89
STATE 14,C71,M,57,383.12
STATE 12,C7 ,F,57,378.4
STATE 06,C2 ,M,57,375
STATE 15,C7B,M,57,372.76
STATE 15,C1 ,F,57,361.18
STATE 15,C7 ,M,57,360.7
STATE 06,C7 ,F,57,343.5
STATE 15,C11,M,57,341.58
STATE 10,C7 ,M,57,336.99
STATE 15,C7A,M,57,332.33
STATE 02,C71,M,57,328.18
STATE 14,C7 ,F,57,323.32
STATE 01,C7 ,M,57,318.12
STATE 17,C7 ,F,57,315.12
STATE 10,C7B,M,57,290
STATE 01,C7 ,F,57,283.22
STATE 13,C71,F,57,274.77
STATE 03,C1 ,M,57,273.92
STATE 04,C7A,F,57,273.81
STATE 15,C1C,F,57,263.48
STATE 15,C7B,M,57,250.28
STATE 17,C7B,F,57,242.63
STATE 14,C11,M,57,202.18
STATE 15,C7B,F,57,200
STATE 15,C11,F,57,172.8
STATE 15,C71,M,57,133.24
STATE 15,C1 ,F,57,125
STATE 02,C7B,F,57,122.81
STATE 04,C7 ,M,57,114.72
STATE 15,C72,M,57,110.78
STATE 03,C7 ,M,57,84.36
STATE 15,C71,M,57,79.8
STATE 12,C1A,F,57,74.67
STATE 02,C71,M,57,65.95
STATE 15,C7B,M,57,45.25
STATE 04,C7B,M,56,28593.49
STATE 02,C7B,F,56,16155.5
STATE 06,C11,M,56,10847.62
STATE 17,C7 ,F,56,10538.65
STATE 02,C7 ,F,56,10242.5
STATE 15,C71,M,56,9849.02
STATE 15,C71,F,56,9709.84
STATE 15,C1B,M,56,8903.29
STATE 15,C71,F,56,8066.17
STATE 17,C7B,M,56,7873.9
STATE 13,C7B,F,56,7708.2
STATE 15,C7 ,F,56,7480.05
STATE 02,C1B,M,56,7248.84
STATE 03,C7 ,M,56,6750.86
STATE 15,C7B,M,56,6609.46
STATE 07,C7B,F,56,6602.16
STATE 06,C1 ,M,56,5758.21
STATE 04,C7B,M,56,5511.9
STATE 15,C7B,F,56,5341.45
STATE 15,C72,M,56,5335.18
STATE 15,C71,F,56,5313.25
STATE 15,C7B,M,56,4748.38
STATE 12,C1B,M,56,4238.18
STATE 17,C7 ,M,56,4211.19
STATE 15,C7B,F,56,4184.04
